,z,n,symbol,atomic_mass,binding
697,32,39,Ge,70924952.12,8703.3118
698,32,40,Ge,71922075.824,8731.7459
699,32,41,Ge,72923458.954,8705.05
700,32,42,Ge,73921177.76,8725.2011
701,32,43,Ge,74922858.37,8695.6096
702,32,44,Ge,75921402.725,8705.2364
703,32,45,Ge,76923549.843,8671.0293
704,32,46,Ge,77922852.911,8671.6636
705,32,47,Ge,78925359.506,8634.5089
706,32,48,Ge,79925350.773,8627.5707
707,32,49,Ge,80928832.941,8580.6587
708,32,50,Ge,81929774.031,8563.7567
709,32,51,Ge,82934539.1,8504.3462
710,32,52,Ge,83937575.09,8465.5244
711,32,53,Ge,84942969.658,8401.7689
712,32,54,Ge,85946967,8354.63
713,32,55,Ge,86953204,8285
714,32,56,Ge,87957574,8236
715,32,57,Ge,88964530,8161
716,32,58,Ge,89969436,8109
717,33,30,As,62964036,8193
718,33,31,As,63957560,8286
719,33,32,As,64949611,8396.2351
720,33,33,As,65944148.778,8468.4034
721,33,34,As,66939251.11,8530.5685
722,33,35,As,67936774.127,8557.7457
723,33,36,As,68932246.289,8611.8214
724,33,37,As,69930934.642,8621.5541
725,33,38,As,70927113.594,8663.935
726,33,39,As,71926752.291,8660.3786
727,33,40,As,72923829.086,8689.6099
728,33,41,As,73923928.596,8680.002
729,33,42,As,74921594.562,8700.8748
730,33,43,As,75922392.011,8682.8172
731,33,44,As,76920647.555,8695.9789
732,33,45,As,77921827.771,8673.876
733,33,46,As,78920948.419,8676.6172
734,33,47,As,79922474.44,8651.2824
735,33,48,As,80922132.288,8648.0571
736,33,49,As,81924738.731,8611.4153
737,33,50,As,82925206.9,8599.654
738,33,51,As,83929303.29,8547.9385
739,33,52,As,84932163.658,8510.9851
740,33,53,As,85936701.532,8456.7215
741,33,54,As,86940291.716,8413.8521
742,33,55,As,87945840,8351
743,33,56,As,88950048,8304
744,33,57,As,89955995,8240
745,33,58,As,90960816,8189
746,33,59,As,91967386,8121
747,34,30,Se,63971165,8075
748,34,31,Se,64964552,8170
749,34,32,Se,65955276,8300
750,34,33,Se,66949994,8369.5344
751,34,34,Se,67941825.236,8477.0482
752,34,35,Se,68939414.845,8503.7082
753,34,36,Se,69933515.521,8576.0338
754,34,37,Se,70932209.431,8586.0606
755,34,38,Se,71927140.506,8644.4902
756,34,39,Se,72926754.881,8641.5591
757,34,40,Se,73922475.933,8687.7155
758,34,41,Se,74922522.87,8678.9139
759,34,42,Se,75919213.702,8711.4781
760,34,43,Se,76919914.15,8694.6908
761,34,44,Se,77917309.244,8717.8072
762,34,45,Se,78918499.252,8695.5923
763,34,46,Se,79916521.761,8710.8142
764,34,47,Se,80917993.019,8685.9998
765,34,48,Se,81916699.531,8693.1973
766,34,49,Se,82919118.604,8658.556
767,34,50,Se,83918466.761,8658.7935
768,34,51,Se,84922260.758,8610.3045
769,34,52,Se,85924311.732,8581.8224
770,34,53,Se,86928688.616,8529.092
771,34,54,Se,87931417.49,8495.0045
772,34,55,Se,88936669.058,8435.2799
773,34,56,Se,89940096,8395.7672
774,34,57,Se,90945700,8334.8382
775,34,58,Se,91949840,8290
776,34,59,Se,92956135,8225
777,34,60,Se,93960490,8180
778,34,61,Se,94967300,8112
779,35,34,Br,68950338.41,8344.9026
780,35,35,Br,69944792.321,8414.7964
781,35,36,Br,70939342.153,8481.4629
782,35,37,Br,71936594.606,8511.3126
783,35,38,Br,72931673.441,8568.0803
784,35,39,Br,73929910.279,8583.5615
785,35,40,Br,74925810.566,8627.6497
786,35,41,Br,75924541.574,8635.883
787,35,42,Br,76921379.193,8666.8073
788,35,43,Br,77921145.858,8661.9594
789,35,44,Br,78918337.574,8687.5956
790,35,45,Br,79918529.784,8677.6541
791,35,46,Br,80916288.197,8695.9465
792,35,47,Br,81916801.752,8682.4953
793,35,48,Br,82915175.285,8693.3852
794,35,49,Br,83916496.417,8671.3294
795,35,50,Br,84915645.758,8673.5926
796,35,51,Br,85918805.432,8632.3659
797,35,52,Br,86920674.016,8605.9105
798,35,53,Br,87924083.29,8563.7479
799,35,54,Br,88926704.558,8530.7802
800,35,55,Br,89931292.848,8478.1865
801,35,56,Br,90934398.617,8441.9242
802,35,57,Br,91939631.595,8384.9123
803,35,58,Br,92943220,8345.5986
804,35,59,Br,93948846,8287
805,35,60,Br,94952925,8245
806,35,61,Br,95958980,8184
807,35,62,Br,96963499,8140
808,35,63,Br,97969887,8078
809,35,66,Br, , 
810,36,33,Kr,68965496,8129
811,36,34,Kr,69955877,8256
812,36,35,Kr,70950265.695,8327.131
813,36,36,Kr,71942092.406,8429.3193
814,36,37,Kr,72939289.193,8460.1847
815,36,38,Kr,73933084.016,8533.039
816,36,39,Kr,74930945.744,8553.4399
817,36,40,Kr,75925910.743,8608.8077
818,36,41,Kr,76924669.999,8616.837
819,36,42,Kr,77920366.341,8661.2385
820,36,43,Kr,78920082.919,8657.113
821,36,44,Kr,79916377.94,8692.9301
822,36,45,Kr,80916589.703,8682.8206
823,36,46,Kr,81913481.15368,8710.6754
824,36,47,Kr,82914126.516,8695.7295
825,36,48,Kr,83911497.72708,8717.4473
826,36,49,Kr,84912527.26,8698.5633
827,36,50,Kr,85910610.62468,8712.0295
828,36,51,Kr,86913354.759,8675.284
829,36,52,Kr,87914447.879,8656.8499
830,36,53,Kr,88917835.449,8614.8158
831,36,54,Kr,89919527.929,8591.2599
832,36,55,Kr,90923806.309,8541.7519
833,36,56,Kr,91926173.092,8512.675
834,36,57,Kr,92931147.172,8458.1085
835,36,58,Kr,93934140.452,8424.3318
836,36,59,Kr,94939710.922,8365.9963
837,36,60,Kr,95943014.473,8330.8721
838,36,61,Kr,96949088.782,8269.8645
839,36,62,Kr,97952635,8234
840,36,63,Kr,98958776,8175
841,36,64,Kr,99962995,8134
842,36,65,Kr,100969318,8075
843,36,66,Kr, , 
844,37,35,Rb,71958851,8202
845,37,36,Rb,72950604.506,8305.0821
846,37,37,Rb,73944265.867,8381.7123
847,37,38,Rb,74938573.2,8448.2762
848,37,39,Rb,75935073.031,8486.2161
849,37,40,Rb,76930401.599,8537.3396
850,37,41,Rb,77928141.866,8558.3512
851,37,42,Rb,78923990.095,8601.1401
852,37,43,Rb,79922516.442,8611.676
853,37,44,Rb,80918993.9,8645.5139
854,37,45,Rb,81918209.023,8647.4275
855,37,46,Rb,82915114.181,8675.2193
856,37,47,Rb,83914375.223,8676.2244
857,37,48,Rb,84911789.73604,8697.4416
858,37,49,Rb,85911167.443,8696.9014
859,37,50,Rb,86909180.529,8710.9843
860,37,51,Rb,87911315.59,8681.1154
861,37,52,Rb,88912278.136,8664.1895
862,37,53,Rb,89914797.557,8631.5262
863,37,54,Rb,90916537.261,8607.5621
864,37,55,Rb,91919728.477,8569.4225
865,37,56,Rb,92922039.334,8540.9209
866,37,57,Rb,93926394.819,8492.7644
867,37,58,Rb,94929263.849,8460.1967
868,37,59,Rb,95934133.398,8408.8963
869,37,60,Rb,96937177.117,8376.1872
870,37,61,Rb,97941632.317,8330.7294
871,37,62,Rb,98945119.19,8295.301
872,37,63,Rb,99950331.532,8244.5085
873,37,64,Rb,100954302,8206.1753
874,37,65,Rb,101960008,8152.7443
875,37,66,Rb,102964401,8112
876,37,67,Rb,103970531,8057
877,37,68,Rb, , 
878,37,69,Rb, , 
879,38,35,Sr,72965700,8102
880,38,36,Sr,73956170,8221
881,38,37,Sr,74949952.767,8296.5116
882,38,38,Sr,75941762.76,8393.9294
883,38,39,Sr,76937945.454,8435.9188
884,38,40,Sr,77932179.979,8500.0971
885,38,41,Sr,78929704.692,8523.8558
886,38,42,Sr,79924517.538,8578.5966
887,38,43,Sr,80923211.393,8587.3545
888,38,44,Sr,81918399.845,8635.719
889,38,45,Sr,82917554.372,8638.4076
890,38,46,Sr,83913419.118,8677.5132
891,38,47,Sr,84912932.041,8675.7193
892,38,48,Sr,85909260.72473,8708.4566
893,38,49,Sr,86908877.49454,8705.2363
894,38,50,Sr,87905612.253,8732.5958
895,38,51,Sr,88907450.808,8705.923
896,38,52,Sr,89907727.87,8696.0043
897,38,53,Sr,90910195.942,8663.8759
898,38,54,Sr,91911038.222,8648.907
899,38,55,Sr,92914024.314,8612.7875
900,38,56,Sr,93915355.641,8593.8344
901,38,57,Sr,94919358.282,8549.0875
902,38,58,Sr,95921719.045,8521.2041
903,38,59,Sr,96926375.621,8471.8489
904,38,60,Sr,97928692.636,8445.7385
905,38,61,Sr,98932883.604,8402.5235
906,38,62,Sr,99935783.27,8372.2012
907,38,63,Sr,100940606.264,8324.7411
908,38,64,Sr,101944004.679,8291.2213
909,38,65,Sr,102949243,8242
910,38,66,Sr,103953022,8206
911,38,67,Sr,104959001,8152
912,38,68,Sr,105963177,8114
913,38,69,Sr,106969672,8057
914,38,70,Sr, , 
915,39,37,Y,75958937,8173
916,39,38,Y,76950146,8278
917,39,39,Y,77943990,8349
918,39,40,Y,78937946,8416.7788
919,39,41,Y,79934354.75,8454.2759
920,39,42,Y,80929454.283,8505.9031
921,39,43,Y,81926930.189,8529.2762
922,39,44,Y,82922484.026,8573.6571
923,39,45,Y,83920671.06,8587.7812
